feature_index,mean_importance,std_importance,coefficient_of_variation,min_importance,max_importance,feature_name
69,0.500142,0.013375107,0.02674262,0.47131285,0.5377011,Air Temp - Mean (-6)
175,0.50012934,0.013252055,0.026497256,0.46628562,0.54150015,Wind Vector Magnitude (0)
47,0.50011873,0.013674123,0.027341753,0.47276804,0.53025544,"4"" Soil Temp - Min (-5)"
133,0.5001024,0.0115355775,0.023066431,0.47712198,0.52535987,Reference ET Penman-Monteith (0)
88,0.5000877,0.012664794,0.025325147,0.46923646,0.52735126,Heat Units (-4)
194,0.50008434,0.011932817,0.02386161,0.46442032,0.52507675,Daily Mean PM10 Concentration (-5)
184,0.5000468,0.011660093,0.023318006,0.46343872,0.5247978,Daily AQI Value (-2)
73,0.5000378,0.01327023,0.026538454,0.4583473,0.52935076,Air Temp - Min (-3)
63,0.50001216,0.012154239,0.024307888,0.47591007,0.5407229,Air Temp - Mean (0)
31,0.5000081,0.010998888,0.02199742,0.47593772,0.5278782,"4"" Soil Temp - Max (-3)"
151,0.49995834,0.012627387,0.02525688,0.47303075,0.53237617,VPD - Mean (-4)
109,0.4999559,0.01265116,0.025304552,0.46531633,0.5348994,RH - Max (-4)
87,0.4999358,0.013187049,0.026377484,0.47379377,0.53786147,Heat Units (-3)
2,0.49992406,0.0116754165,0.02335438,0.475185,0.5304863,MARICOPA (-2)
95,0.49990952,0.013252981,0.02651076,0.46238875,0.5290272,Max Wind Speed (-4)
138,0.49990943,0.012138347,0.024281092,0.45855275,0.53082037,Reference ET Penman-Monteith (-5)
124,0.4998864,0.012118688,0.024242884,0.4716086,0.5319791,RH - Min (-5)
140,0.499884,0.012277759,0.024561215,0.47591418,0.5305265,Solar Rad. - Total (0)
5,0.49986717,0.011001924,0.022009695,0.47749853,0.52495414,MARICOPA (-5)
153,0.49986497,0.01247214,0.024951018,0.47274294,0.53400433,VPD - Mean (-6)
182,0.49985886,0.012393442,0.024793884,0.46973062,0.5330007,Daily AQI Value (0)
141,0.49984252,0.013658993,0.027326593,0.4480378,0.5373929,Solar Rad. - Total (-1)
54,0.49983403,0.014197788,0.028405005,0.46493053,0.5412624,Actual Vapor Pressure - Daily Mean (-5)
108,0.49982926,0.012104387,0.024217045,0.45751366,0.5256956,RH - Max (-3)
110,0.49981746,0.0115179075,0.023044229,0.47231206,0.5318194,RH - Max (-5)
61,0.4998103,0.013836021,0.027682543,0.47611937,0.5401372,Air Temp - Max (-5)
99,0.4998063,0.012312069,0.02463368,0.47399563,0.5271738,Precipitation - Total (-1)
22,0.49980104,0.012514434,0.025038831,0.47440222,0.5332292,"20"" Soil Temp - Min (-1)"
129,0.49978614,0.012123662,0.024257699,0.46573913,0.5250902,Reference ET (-3)
0,0.49976963,0.013600991,0.027214522,0.4690779,0.5273238,MARICOPA (0)
164,0.4997583,0.012578873,0.025169913,0.47069767,0.531001,Wind Speed - Mean (-3)
11,0.49975696,0.012910829,0.025834216,0.46240452,0.5237187,"20"" Soil Temp - Max (-4)"
193,0.49975502,0.011456939,0.02292511,0.47497734,0.52743405,Daily Mean PM10 Concentration (-4)
26,0.4997454,0.011963968,0.023940127,0.4720735,0.52999663,"20"" Soil Temp - Min (-5)"
158,0.4997429,0.010541933,0.021094711,0.47600028,0.5345566,Wind Direction Std Dev (-4)
112,0.49973255,0.011287579,0.02258724,0.47578397,0.5290483,RH - Mean (0)
12,0.499711,0.011664339,0.02334217,0.47211227,0.5280845,"20"" Soil Temp - Max (-5)"
79,0.49970448,0.011545932,0.02310552,0.46791813,0.5232465,Dewpoint - Daily Mean (-2)
17,0.49970275,0.011910052,0.023834273,0.4711438,0.52689034,"20"" Soil Temp - Mean (-3)"
172,0.49965358,0.011058743,0.022132821,0.47510996,0.5242861,Wind Vector Direction (-4)
58,0.49963683,0.0130609805,0.026140949,0.4732107,0.54890126,Air Temp - Max (-2)
27,0.49963516,0.012535224,0.025088754,0.46613675,0.5353425,"20"" Soil Temp - Min (-6)"
107,0.49962932,0.013029541,0.026078416,0.47185612,0.53614813,RH - Max (-2)
89,0.49962085,0.010967159,0.021950962,0.46517208,0.52629536,Heat Units (-5)
127,0.4996165,0.012436982,0.024893057,0.46822366,0.5349334,Reference ET (-1)
30,0.49961582,0.012996114,0.026012214,0.46762833,0.5366081,"4"" Soil Temp - Max (-2)"
160,0.49959928,0.013458217,0.026938023,0.46212727,0.5345088,Wind Direction Std Dev (-6)
137,0.499558,0.012570551,0.025163345,0.46616897,0.5252573,Reference ET Penman-Monteith (-4)
174,0.49955726,0.0131037645,0.026230756,0.4676647,0.5342505,Wind Vector Direction (-6)
15,0.49955308,0.012743945,0.025510693,0.46065405,0.52772,"20"" Soil Temp - Mean (-1)"
189,0.4995296,0.012553731,0.025131105,0.45961636,0.52562827,Daily Mean PM10 Concentration (0)
96,0.4995274,0.0132533405,0.02653176,0.46989402,0.53885233,Max Wind Speed (-5)
148,0.49952266,0.013840405,0.027707262,0.45747972,0.5465512,VPD - Mean (-1)
6,0.49951822,0.012720861,0.02546626,0.4669569,0.5335862,MARICOPA (-6)
60,0.4994888,0.01388493,0.02779828,0.46291986,0.5331967,Air Temp - Max (-4)
143,0.49948552,0.012049042,0.024122905,0.474902,0.53329444,Solar Rad. - Total (-3)
62,0.4994785,0.01394302,0.027915157,0.46496823,0.5319776,Air Temp - Max (-6)
136,0.49943274,0.011977608,0.023982424,0.47253662,0.52417094,Reference ET Penman-Monteith (-3)
156,0.4993708,0.012257328,0.024545545,0.47120854,0.52884996,Wind Direction Std Dev (-2)
150,0.4993644,0.012089517,0.024209809,0.4691295,0.52650505,VPD - Mean (-3)
8,0.49930364,0.011211578,0.022454428,0.4762012,0.52688336,"20"" Soil Temp - Max (-1)"
48,0.49930236,0.0138619,0.027762538,0.46430624,0.5392677,"4"" Soil Temp - Min (-6)"
71,0.49924827,0.012729138,0.02549661,0.4583057,0.5259312,Air Temp - Min (-1)
10,0.4992011,0.012191894,0.024422811,0.46385613,0.53110087,"20"" Soil Temp - Max (-3)"
21,0.4991939,0.013863488,0.027771749,0.46655974,0.52864987,"20"" Soil Temp - Min (0)"
84,0.499156,0.0130512,0.026146535,0.46424335,0.53062654,Heat Units (0)
118,0.4991166,0.013020041,0.026086172,0.47212738,0.53466684,RH - Mean (-6)
25,0.49907973,0.011845807,0.0237353,0.47505412,0.52823204,"20"" Soil Temp - Min (-4)"
53,0.49907053,0.013791371,0.027634112,0.46880296,0.5315298,Actual Vapor Pressure - Daily Mean (-4)
121,0.49905872,0.013793412,0.027638854,0.46986938,0.5307456,RH - Min (-2)
81,0.49905372,0.012618739,0.025285333,0.45853987,0.52753794,Dewpoint - Daily Mean (-4)
67,0.49903756,0.012236246,0.02451969,0.47565392,0.52423614,Air Temp - Mean (-4)
190,0.4990101,0.01111034,0.02226476,0.46965766,0.5232805,Daily Mean PM10 Concentration (-1)
3,0.49900317,0.012088207,0.02422471,0.470167,0.54035604,MARICOPA (-3)
145,0.49897802,0.013014684,0.026082681,0.4633912,0.52231675,Solar Rad. - Total (-5)
90,0.49895233,0.012191108,0.024433414,0.47095346,0.5235666,Heat Units (-6)
149,0.4989104,0.011842976,0.023737682,0.47044194,0.5290654,VPD - Mean (-2)
102,0.49886265,0.012796067,0.02565048,0.47184056,0.53237635,Precipitation - Total (-4)
162,0.4988457,0.011271964,0.022596093,0.4662513,0.5268424,Wind Speed - Mean (-1)
64,0.4987236,0.012247788,0.024558268,0.46823636,0.5307927,Air Temp - Mean (-1)
72,0.49869746,0.011742463,0.023546267,0.46820736,0.5285434,Air Temp - Min (-2)
180,0.49866617,0.01220327,0.024471821,0.47175184,0.53573006,Wind Vector Magnitude (-5)
157,0.4986644,0.010293042,0.02064122,0.47202483,0.52102655,Wind Direction Std Dev (-3)
86,0.4986615,0.011823521,0.023710515,0.46640775,0.5281925,Heat Units (-2)
191,0.49863514,0.011695594,0.023455214,0.46414307,0.5306114,Daily Mean PM10 Concentration (-2)
132,0.49863395,0.013266439,0.026605567,0.47388783,0.5260525,Reference ET (-6)
115,0.49862084,0.013223217,0.026519584,0.46622398,0.54295427,RH - Mean (-3)
77,0.4986187,0.012570505,0.025210658,0.47121176,0.5370129,Dewpoint - Daily Mean (0)
20,0.49856704,0.0134706395,0.027018713,0.46514216,0.5325621,"20"" Soil Temp - Mean (-6)"
80,0.49850923,0.010463259,0.020989098,0.47178203,0.5187302,Dewpoint - Daily Mean (-3)
66,0.4984645,0.012927469,0.025934583,0.46577936,0.52794194,Air Temp - Mean (-3)
103,0.49845493,0.012410653,0.024898244,0.46494675,0.524063,Precipitation - Total (-5)
74,0.49843788,0.012011802,0.024098894,0.46899563,0.5334423,Air Temp - Min (-4)
4,0.4984142,0.012031531,0.024139624,0.46888784,0.52190435,MARICOPA (-4)
68,0.49840078,0.012328216,0.024735548,0.46621996,0.5350131,Air Temp - Mean (-5)
134,0.49838927,0.011849794,0.023776181,0.47002143,0.5308466,Reference ET Penman-Monteith (-1)
76,0.49832398,0.011915851,0.023911856,0.46876544,0.5363179,Air Temp - Min (-6)
146,0.49830192,0.012029293,0.02414057,0.4594698,0.5258866,Solar Rad. - Total (-6)
135,0.49827763,0.013909405,0.02791497,0.4730236,0.5377029,Reference ET Penman-Monteith (-2)
56,0.4981522,0.013595462,0.027291784,0.451321,0.53246224,Air Temp - Max (0)
23,0.4980324,0.014959798,0.030037802,0.45180494,0.5357974,"20"" Soil Temp - Min (-2)"
46,0.49801987,0.011973502,0.024042217,0.46778256,0.5245719,"4"" Soil Temp - Min (-4)"
45,0.49799037,0.010798752,0.021684662,0.46990064,0.52213526,"4"" Soil Temp - Min (-3)"
59,0.49797344,0.011925281,0.023947624,0.4686979,0.53119427,Air Temp - Max (-3)
116,0.49790868,0.012625659,0.025357379,0.46629572,0.52603817,RH - Mean (-4)
179,0.49789265,0.013150819,0.02641296,0.47126377,0.538858,Wind Vector Magnitude (-4)
147,0.49771214,0.011187805,0.022478465,0.4719784,0.54241526,VPD - Mean (0)
19,0.49767616,0.012995603,0.026112568,0.46548444,0.52165735,"20"" Soil Temp - Mean (-5)"
49,0.49764034,0.012955885,0.026034636,0.4658321,0.52496684,Actual Vapor Pressure - Daily Mean (0)
185,0.49756283,0.012453733,0.02502947,0.4600103,0.5315239,Daily AQI Value (-3)
187,0.49752533,0.013620528,0.027376553,0.45977303,0.5322597,Daily AQI Value (-5)
13,0.4975095,0.0112149585,0.0225422,0.47463626,0.5276766,"20"" Soil Temp - Max (-6)"
186,0.49748135,0.013011827,0.026155407,0.45959446,0.52628285,Daily AQI Value (-4)
38,0.49735573,0.013853557,0.027854424,0.4651272,0.53556556,"4"" Soil Temp - Mean (-3)"
40,0.49718764,0.012402967,0.024946248,0.4681657,0.5280075,"4"" Soil Temp - Mean (-5)"
70,0.49684426,0.01118424,0.022510555,0.46982822,0.52740324,Air Temp - Min (0)
100,0.49665126,0.010818659,0.02178321,0.46143386,0.519767,Precipitation - Total (-2)
