feature_index,mean_importance,std_importance,coefficient_of_variation,min_importance,max_importance,feature_name
44,0.5005935,0.012489767,0.02494992,0.47255376,0.52957565,"4"" Soil Temp - Min (-2)"
91,0.50054926,0.012806441,0.025584776,0.46724957,0.5324053,Max Wind Speed (0)
161,0.50054765,0.0124342805,0.024841351,0.47800297,0.52762604,Wind Speed - Mean (0)
31,0.50054663,0.010986981,0.021949966,0.47631785,0.52821946,"4"" Soil Temp - Max (-3)"
94,0.50054145,0.012306421,0.024586217,0.46005157,0.5324827,Max Wind Speed (-3)
139,0.50054103,0.011404378,0.022784103,0.47822458,0.5376891,Reference ET Penman-Monteith (-6)
73,0.5005312,0.013231398,0.02643471,0.45926452,0.5292982,Air Temp - Min (-3)
85,0.5005243,0.0118950615,0.023765204,0.47147274,0.5281798,Heat Units (-1)
144,0.5004607,0.012911581,0.025799392,0.467434,0.5242195,Solar Rad. - Total (-4)
110,0.5004536,0.011601149,0.023181269,0.47288308,0.5328469,RH - Max (-5)
152,0.500436,0.012486544,0.024951331,0.473586,0.5320351,VPD - Mean (-5)
35,0.50042176,0.013261172,0.02649999,0.4746567,0.5346332,"4"" Soil Temp - Mean (0)"
88,0.50041986,0.01239999,0.024779173,0.4700221,0.5276083,Heat Units (-4)
69,0.50041914,0.013382366,0.026742315,0.47179794,0.53875804,Air Temp - Mean (-6)
109,0.50041586,0.01256507,0.025109256,0.4644818,0.53421575,RH - Max (-4)
43,0.500409,0.012953913,0.02588665,0.47032365,0.5338903,"4"" Soil Temp - Min (-1)"
108,0.50040686,0.01204724,0.02407489,0.4600971,0.52563864,RH - Max (-3)
183,0.5004003,0.011893492,0.023767956,0.4744648,0.5415471,Daily AQI Value (-1)
79,0.50038564,0.011468131,0.022918586,0.46948934,0.5236599,Dewpoint - Daily Mean (-2)
154,0.500383,0.012673567,0.025327733,0.4700206,0.54447526,Wind Direction Std Dev (0)
175,0.50037044,0.0131696705,0.02631984,0.46732396,0.54115725,Wind Vector Magnitude (0)
192,0.5003441,0.012061577,0.024106564,0.47080994,0.5361642,Daily Mean PM10 Concentration (-3)
107,0.5003151,0.012939705,0.02586311,0.47186083,0.5361585,RH - Max (-2)
27,0.50030226,0.01244721,0.024879381,0.4675108,0.53607446,"20"" Soil Temp - Min (-6)"
188,0.5003008,0.013115697,0.02621562,0.46913645,0.53335714,Daily AQI Value (-6)
101,0.50029486,0.012715147,0.025415305,0.47410205,0.52785623,Precipitation - Total (-3)
17,0.50029445,0.01177849,0.023543116,0.4714803,0.52718675,"20"" Soil Temp - Mean (-3)"
87,0.50029176,0.013116997,0.026218694,0.47404724,0.53794736,Heat Units (-3)
26,0.50028014,0.011901819,0.02379031,0.47332466,0.5301001,"20"" Soil Temp - Min (-5)"
11,0.5002583,0.012925189,0.025837028,0.46243,0.5249198,"20"" Soil Temp - Max (-4)"
140,0.50025123,0.012258086,0.02450386,0.47599012,0.53087336,Solar Rad. - Total (0)
133,0.50022846,0.011485474,0.022960458,0.4771981,0.525262,Reference ET Penman-Monteith (0)
63,0.5002232,0.012090613,0.024170436,0.47588617,0.5404262,Air Temp - Mean (0)
12,0.50020576,0.01171714,0.02342464,0.47241005,0.5307262,"20"" Soil Temp - Max (-5)"
5,0.5001604,0.010987955,0.021968862,0.4784425,0.5263014,MARICOPA (-5)
128,0.50016,0.013183814,0.026359193,0.47070494,0.53514653,Reference ET (-2)
130,0.50014746,0.011447391,0.02288803,0.4746782,0.52708906,Reference ET (-4)
151,0.50013524,0.0127011025,0.025395336,0.47104475,0.5325242,VPD - Mean (-4)
22,0.5001309,0.012418785,0.02483107,0.47404566,0.5320845,"20"" Soil Temp - Min (-1)"
170,0.5001153,0.011392426,0.022779599,0.47517306,0.52650076,Wind Vector Direction (-2)
194,0.5000927,0.011925852,0.023847284,0.4651723,0.52523714,Daily Mean PM10 Concentration (-5)
0,0.50009257,0.013617526,0.027230011,0.46973866,0.5270396,MARICOPA (0)
112,0.50008684,0.011357831,0.022711717,0.4757089,0.5288442,RH - Mean (0)
184,0.5000778,0.011762117,0.023520576,0.46367154,0.5254149,Daily AQI Value (-2)
99,0.5000726,0.012199771,0.024395999,0.47387022,0.52857053,Precipitation - Total (-1)
131,0.50001997,0.011778786,0.023556631,0.46768287,0.52893716,Reference ET (-5)
89,0.5000011,0.011079969,0.02215989,0.46549723,0.52743185,Heat Units (-5)
95,0.49999645,0.013316035,0.026632259,0.46216106,0.5294154,Max Wind Speed (-4)
153,0.49999616,0.012483419,0.02496703,0.47272077,0.53422534,VPD - Mean (-6)
96,0.4999688,0.013235226,0.026472105,0.46861637,0.5392215,Max Wind Speed (-5)
164,0.49996194,0.012554696,0.025111303,0.47130945,0.53037083,Wind Speed - Mean (-3)
174,0.49993026,0.013188724,0.026381128,0.4676554,0.53418076,Wind Vector Direction (-6)
141,0.49992767,0.013665819,0.027335592,0.44802737,0.536864,Solar Rad. - Total (-1)
15,0.49992463,0.012773218,0.025550287,0.462482,0.52795523,"20"" Soil Temp - Mean (-1)"
30,0.49990365,0.012897854,0.025800679,0.46768564,0.53713477,"4"" Soil Temp - Max (-2)"
2,0.49986905,0.011988772,0.023983825,0.47375837,0.5295914,MARICOPA (-2)
48,0.49986884,0.014077282,0.02816195,0.4650848,0.5434471,"4"" Soil Temp - Min (-6)"
10,0.49983844,0.012274789,0.024557512,0.46388364,0.53264445,"20"" Soil Temp - Max (-3)"
138,0.49981284,0.012308388,0.024625994,0.45833197,0.5311312,Reference ET Penman-Monteith (-5)
58,0.49979812,0.013091655,0.026193887,0.4727861,0.5488942,Air Temp - Max (-2)
158,0.49978286,0.010595659,0.021200525,0.47612476,0.5344367,Wind Direction Std Dev (-4)
61,0.49977797,0.013736778,0.027485762,0.47658283,0.5399233,Air Temp - Max (-5)
127,0.4997775,0.012373714,0.024758445,0.4681179,0.5348691,Reference ET (-1)
129,0.4997609,0.012029559,0.02407063,0.46615952,0.5251965,Reference ET (-3)
182,0.49975023,0.012595072,0.025202734,0.47017172,0.5343881,Daily AQI Value (0)
25,0.49972728,0.011877603,0.02376817,0.47533792,0.5280398,"20"" Soil Temp - Min (-4)"
6,0.4997145,0.012727998,0.02547054,0.46633896,0.53354543,MARICOPA (-6)
8,0.49969497,0.011225856,0.022465417,0.47839335,0.527067,"20"" Soil Temp - Max (-1)"
53,0.49968097,0.013580544,0.027178429,0.46990559,0.5317742,Actual Vapor Pressure - Daily Mean (-4)
60,0.4996647,0.013830428,0.027679417,0.46336392,0.5340013,Air Temp - Max (-4)
71,0.49966,0.012619252,0.02525568,0.4581406,0.52490973,Air Temp - Min (-1)
193,0.4996523,0.011560924,0.023137938,0.47477314,0.5286996,Daily Mean PM10 Concentration (-4)
137,0.49963787,0.012687707,0.025393806,0.46539754,0.5252024,Reference ET Penman-Monteith (-4)
136,0.4996075,0.011889431,0.023797542,0.47267464,0.5241918,Reference ET Penman-Monteith (-3)
62,0.4996003,0.013867252,0.027756693,0.46499345,0.532169,Air Temp - Max (-6)
81,0.49958175,0.0125659695,0.02515298,0.45956334,0.5277359,Dewpoint - Daily Mean (-4)
160,0.49957103,0.013568555,0.027160412,0.4623031,0.53390396,Wind Direction Std Dev (-6)
148,0.49956,0.01380467,0.027633658,0.45738843,0.54603183,VPD - Mean (-1)
118,0.4995518,0.013037068,0.026097529,0.4726542,0.53443146,RH - Mean (-6)
121,0.49954578,0.013641714,0.027308237,0.470453,0.53190786,RH - Min (-2)
172,0.49953896,0.011358577,0.02273812,0.4744532,0.52674675,Wind Vector Direction (-4)
189,0.49952537,0.01278083,0.025585948,0.45827794,0.5259923,Daily Mean PM10 Concentration (0)
84,0.49944615,0.013036443,0.026101798,0.46312156,0.5304167,Heat Units (0)
143,0.49942055,0.012015276,0.024058433,0.47521645,0.53306186,Solar Rad. - Total (-3)
67,0.49937803,0.012118176,0.024266537,0.4761625,0.52448535,Air Temp - Mean (-4)
21,0.49933568,0.013856083,0.027749036,0.46598148,0.5287512,"20"" Soil Temp - Min (0)"
80,0.4993217,0.010338002,0.02070409,0.47145844,0.52077335,Dewpoint - Daily Mean (-3)
150,0.4992651,0.012219436,0.024474844,0.46894404,0.52630794,VPD - Mean (-3)
90,0.4992315,0.012178678,0.024394851,0.47098377,0.52455163,Heat Units (-6)
156,0.49921283,0.012292209,0.024623184,0.47190213,0.52790487,Wind Direction Std Dev (-2)
20,0.49920303,0.013439326,0.026921563,0.4658746,0.5353829,"20"" Soil Temp - Mean (-6)"
102,0.4991775,0.012667868,0.025377484,0.47200337,0.53236496,Precipitation - Total (-4)
115,0.49914688,0.01321043,0.026466018,0.46661326,0.5432531,RH - Mean (-3)
3,0.49914265,0.012141368,0.024324447,0.47148764,0.54043365,MARICOPA (-3)
162,0.49907005,0.011339415,0.02272109,0.4665586,0.52737063,Wind Speed - Mean (-1)
64,0.49906975,0.012266425,0.024578579,0.46734422,0.53102,Air Temp - Mean (-1)
77,0.49901408,0.012561529,0.025172694,0.47161093,0.53804374,Dewpoint - Daily Mean (0)
72,0.49900493,0.011822261,0.023691671,0.46555725,0.5293136,Air Temp - Min (-2)
86,0.49897137,0.011773961,0.023596466,0.46629632,0.5285169,Heat Units (-2)
190,0.4989566,0.011290549,0.02262832,0.46810964,0.523439,Daily Mean PM10 Concentration (-1)
74,0.49887463,0.012025999,0.024106255,0.46887296,0.53351533,Air Temp - Min (-4)
149,0.4988662,0.011853972,0.023761827,0.4700648,0.52898896,VPD - Mean (-2)
66,0.498839,0.012897708,0.025855454,0.46566188,0.5275899,Air Temp - Mean (-3)
103,0.49879247,0.012351099,0.024762,0.4649349,0.52410454,Precipitation - Total (-5)
76,0.4987621,0.0117250895,0.023508381,0.46957764,0.5363134,Air Temp - Min (-6)
180,0.498754,0.0122327395,0.0245266,0.4715973,0.5350358,Wind Vector Magnitude (-5)
191,0.49874347,0.011791438,0.02364229,0.46475178,0.5317777,Daily Mean PM10 Concentration (-2)
134,0.49868035,0.011721043,0.02350412,0.47223747,0.53078824,Reference ET Penman-Monteith (-1)
145,0.49867737,0.013038051,0.026145263,0.46347377,0.52185595,Solar Rad. - Total (-5)
68,0.4986507,0.01240124,0.024869593,0.46529964,0.53519714,Air Temp - Mean (-5)
4,0.49863225,0.012104338,0.024275081,0.46944645,0.5236271,MARICOPA (-4)
45,0.49855936,0.010867178,0.021797162,0.47001916,0.5226905,"4"" Soil Temp - Min (-3)"
46,0.498499,0.01198975,0.024051704,0.46790186,0.52445555,"4"" Soil Temp - Min (-4)"
157,0.49847904,0.010273443,0.020609578,0.47167587,0.52083397,Wind Direction Std Dev (-3)
116,0.49846458,0.012805662,0.025690215,0.46614897,0.52619666,RH - Mean (-4)
23,0.4984448,0.015014632,0.030122958,0.45187056,0.53614587,"20"" Soil Temp - Min (-2)"
132,0.49842116,0.013205485,0.026494632,0.47354686,0.52635854,Reference ET (-6)
135,0.49838328,0.0139074,0.027905028,0.47468033,0.5377581,Reference ET Penman-Monteith (-2)
56,0.49836415,0.013470575,0.027029583,0.451171,0.53239983,Air Temp - Max (0)
19,0.49814242,0.01311124,0.026320264,0.4656814,0.5242553,"20"" Soil Temp - Mean (-5)"
146,0.49814242,0.011954881,0.023998922,0.45939827,0.52614236,Solar Rad. - Total (-6)
13,0.4981358,0.0112218335,0.02252766,0.4740613,0.52797586,"20"" Soil Temp - Max (-6)"
49,0.49809855,0.012782937,0.025663469,0.4656424,0.524346,Actual Vapor Pressure - Daily Mean (0)
179,0.49804005,0.013252889,0.026610086,0.47117904,0.5387953,Wind Vector Magnitude (-4)
59,0.49800166,0.011869408,0.023834074,0.469229,0.53137314,Air Temp - Max (-3)
38,0.49788922,0.013845954,0.027809307,0.46719408,0.53546,"4"" Soil Temp - Mean (-3)"
147,0.49771708,0.0112798335,0.022663143,0.4717019,0.5423682,VPD - Mean (0)
40,0.49761325,0.012404636,0.024928266,0.46826103,0.52781516,"4"" Soil Temp - Mean (-5)"
187,0.49750817,0.013712941,0.027563248,0.46025193,0.5326911,Daily AQI Value (-5)
185,0.49747765,0.012440032,0.025006214,0.45911342,0.53009653,Daily AQI Value (-3)
186,0.49733308,0.013239586,0.026621165,0.45978183,0.52891815,Daily AQI Value (-4)
70,0.49694794,0.011268749,0.022675915,0.4710293,0.52743953,Air Temp - Min (0)
100,0.49673188,0.010755138,0.021651797,0.46019992,0.5204527,Precipitation - Total (-2)
