"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/31/2010","AQS","040130019","1","20","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/01/2010","AQS","040130019","1","23","ug/m3 SC","21","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/02/2010","AQS","040130019","1","26","ug/m3 SC","24","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/03/2010","AQS","040130019","1","22","ug/m3 SC","20","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/04/2010","AQS","040130019","1","19","ug/m3 SC","18","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/05/2010","AQS","040130019","1","23","ug/m3 SC","21","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/06/2010","AQS","040130019","1","19","ug/m3 SC","18","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/07/2010","AQS","040130019","1","6","ug/m3 SC","6","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/08/2010","AQS","040130019","1","19","ug/m3 SC","18","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/09/2010","AQS","040130019","1","21","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/10/2010","AQS","040130019","1","17","ug/m3 SC","16","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/11/2010","AQS","040130019","1","15","ug/m3 SC","14","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/12/2010","AQS","040130019","1","21","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/13/2010","AQS","040130019","1","25","ug/m3 SC","23","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/14/2010","AQS","040130019","1","24","ug/m3 SC","22","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/15/2010","AQS","040130019","1","27","ug/m3 SC","25","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/16/2010","AQS","040130019","1","41","ug/m3 SC","38","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/17/2010","AQS","040130019","1","37","ug/m3 SC","34","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/18/2010","AQS","040130019","1","36","ug/m3 SC","33","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/19/2010","AQS","040130019","1","32","ug/m3 SC","30","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/20/2010","AQS","040130019","1","21","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/21/2010","AQS","040130019","1","9","ug/m3 SC","8","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/22/2010","AQS","040130019","1","8","ug/m3 SC","7","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/23/2010","AQS","040130019","1","16","ug/m3 SC","15","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/24/2010","AQS","040130019","1","19","ug/m3 SC","18","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/25/2010","AQS","040130019","1","21","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/26/2010","AQS","040130019","1","21","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/27/2010","AQS","040130019","1","21","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"02/28/2010","AQS","040130019","1","6","ug/m3 SC","6","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/01/2010","AQS","040130019","1","16","ug/m3 SC","15","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/02/2010","AQS","040130019","1","19","ug/m3 SC","18","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/03/2010","AQS","040130019","1","19","ug/m3 SC","18","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/04/2010","AQS","040130019","1","18","ug/m3 SC","17","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/05/2010","AQS","040130019","1","20","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/06/2010","AQS","040130019","1","23","ug/m3 SC","21","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/07/2010","AQS","040130019","1","8","ug/m3 SC","7","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/08/2010","AQS","040130019","1","6","ug/m3 SC","6","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/09/2010","AQS","040130019","1","12","ug/m3 SC","11","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/10/2010","AQS","040130019","1","17","ug/m3 SC","16","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/11/2010","AQS","040130019","1","14","ug/m3 SC","13","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/12/2010","AQS","040130019","1","23","ug/m3 SC","21","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/13/2010","AQS","040130019","1","24","ug/m3 SC","22","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/14/2010","AQS","040130019","1","13","ug/m3 SC","12","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/15/2010","AQS","040130019","1","23","ug/m3 SC","21","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/16/2010","AQS","040130019","1","28","ug/m3 SC","26","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/17/2010","AQS","040130019","1","32","ug/m3 SC","30","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/18/2010","AQS","040130019","1","28","ug/m3 SC","26","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/19/2010","AQS","040130019","1","25","ug/m3 SC","23","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/20/2010","AQS","040130019","1","26","ug/m3 SC","24","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/21/2010","AQS","040130019","1","28","ug/m3 SC","26","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/22/2010","AQS","040130019","1","37","ug/m3 SC","34","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/23/2010","AQS","040130019","1","21","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/24/2010","AQS","040130019","1","20","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/25/2010","AQS","040130019","1","24","ug/m3 SC","22","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/26/2010","AQS","040130019","1","29","ug/m3 SC","27","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/27/2010","AQS","040130019","1","19","ug/m3 SC","18","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/28/2010","AQS","040130019","1","21","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/29/2010","AQS","040130019","1","35","ug/m3 SC","32","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/30/2010","AQS","040130019","1","29","ug/m3 SC","27","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"03/31/2010","AQS","040130019","1","33","ug/m3 SC","31","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/01/2010","AQS","040130019","1","17","ug/m3 SC","16","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/02/2010","AQS","040130019","1","23","ug/m3 SC","21","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/03/2010","AQS","040130019","1","27","ug/m3 SC","25","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/04/2010","AQS","040130019","1","30","ug/m3 SC","28","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/05/2010","AQS","040130019","1","34","ug/m3 SC","31","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/06/2010","AQS","040130019","1","18","ug/m3 SC","17","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/07/2010","AQS","040130019","1","18","ug/m3 SC","17","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/08/2010","AQS","040130019","1","30","ug/m3 SC","28","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/09/2010","AQS","040130019","1","36","ug/m3 SC","33","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/10/2010","AQS","040130019","1","30","ug/m3 SC","28","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/11/2010","AQS","040130019","1","20","ug/m3 SC","19","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/12/2010","AQS","040130019","1","30","ug/m3 SC","28","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/13/2010","AQS","040130019","1","29","ug/m3 SC","27","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/14/2010","AQS","040130019","1","41","ug/m3 SC","38","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/15/2010","AQS","040130019","1","38","ug/m3 SC","35","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/16/2010","AQS","040130019","1","40","ug/m3 SC","37","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/17/2010","AQS","040130019","1","42","ug/m3 SC","39","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/18/2010","AQS","040130019","1","36","ug/m3 SC","33","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/19/2010","AQS","040130019","1","29","ug/m3 SC","27","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/20/2010","AQS","040130019","1","24","ug/m3 SC","22","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/21/2010","AQS","040130019","1","34","ug/m3 SC","31","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
"04/22/2010","AQS","040130019","1","22","ug/m3 SC","20","WEST PHOENIX","1","100.0000","81102","PM10 Total 0-10um STP","208","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.4837800008686","-112.14256"
