Date,MARICOPA,"20"" Soil Temp - Max","20"" Soil Temp - Mean","20"" Soil Temp - Min","4"" Soil Temp - Max","4"" Soil Temp - Mean","4"" Soil Temp - Min",Actual Vapor Pressure - Daily Mean,Air Temp - Max,Air Temp - Mean,Air Temp - Min,Dewpoint - Daily Mean,Heat Units,Max Wind Speed,Precipitation - Total,RH - Max,RH - Mean,RH - Min,Reference ET,Reference ET Penman-Monteith,Solar Rad. - Total,VPD - Mean,Wind Direction Std Dev,Wind Speed - Mean,Wind Vector Direction,Wind Vector Magnitude,Daily AQI Value,Daily Mean PM10 Concentration
2006_43,63,22.6,22.18571429,21.78571429,24.77142857,21.11428571,17.92857143,0.857142857,29.41428571,19.37142857,9.971428571,3.042857143,7.685714286,6.042857143,0,71.38571429,39.81428571,16.72857143,4.257142857,3.628571429,16.86428571,1.57,55.42857143,1.571428571,201.5714286,0.871428571,42.08571429,48.44285714
2006_44,67,20.97142857,20.51428571,20.01428571,21.22857143,17.67142857,14.57142857,0.622857143,28.6,16.61428571,6.357142857,0.171428571,6.228571429,3.8,0,70.01428571,37.51428571,12.08571429,3.6,2.7,16.11428571,1.445714286,72,0.914285714,240.2857143,0.185714286,57.6,70.88571429
2006_45,72,19.85714286,19.5,19.05714286,21.41428571,17.58571429,14.31428571,0.667142857,30.04285714,18,7.5,1.171428571,7.042857143,4.614285714,0,67.38571429,36.44285714,12.68571429,3.714285714,3.014285714,15.37428571,1.587142857,63.85714286,1.214285714,215.7142857,0.457142857,61.02857143,77.2
2006_46,76,18.25714286,17.81428571,17.32857143,18.18571429,14.81428571,11.71428571,0.492857143,26.55714286,14.74285714,4.871428571,-3.328571429,5.057142857,4.942857143,0,67.48571429,33.52857143,10.71428571,3.485714286,2.6,15.25142857,1.348571429,64.28571429,1.157142857,178.2857143,0.442857143,63.34285714,81.62857143
2006_47,53,17.1,16.68571429,16.27142857,17.31428571,14.21428571,11.31428571,0.624285714,28.14285714,16.24285714,5.857142857,0.085714286,5.957142857,4.371428571,0,66.31428571,37.74285714,15.85714286,3.4,2.771428571,13.96714286,1.412857143,68.42857143,1.3,183,0.485714286,61.45714286,77.68571429
2006_48,69,15.54285714,15.18571429,14.84285714,14.7,11.4,8.6,0.497142857,18.07142857,9.628571429,1.485714286,-5.285714286,1.628571429,5.657142857,0,71.58571429,39.82857143,18.81428571,2.842857143,2.2,13.84857143,0.794285714,52.57142857,1.714285714,186.8571429,1.042857143,55.82857143,69.8
2006_49,108,13.87142857,13.48571429,13.17142857,15.01428571,11.17142857,7.9,0.364285714,22.28571429,11.31428571,0.957142857,-7.614285714,3,7.042857143,0,57.81428571,29.67142857,12.74285714,3.771428571,3.171428571,14.39285714,1.118571429,44.14285714,2.228571429,73.14285714,1.7,60.22857143,77.97142857
2006_50,145,14.2,13.85714286,13.52857143,15.08571429,11.72857143,8.785714286,0.52,21.24285714,10.54285714,1.2,-2.514285714,2.485714286,6.228571429,0,72.9,43.4,18.12857143,2.542857143,2.014285714,12.50571429,0.862857143,62.42857143,1.371428571,233.4285714,0.642857143,68.22857143,90
2006_51,84,13.21428571,12.9,12.61428571,12.51428571,9.771428571,7.414285714,0.541428571,13.72857143,6.628571429,0.242857143,-2.114285714,0.342857143,5.428571429,0.072857143,84.28571429,57.65714286,29.14285714,1.685714286,1.485714286,10.61428571,0.485714286,54.14285714,1.428571429,228.2857143,0.8,41.05714286,46.62142857
2006_52,259,12.05714286,11.77142857,11.55714286,12.68571429,9.557142857,7.1,0.648571429,16.61428571,7.928571429,0.957142857,0.014285714,0.985714286,5.071428571,0.762857143,89.85714286,64.27142857,31.72857143,1.571428571,1.5,10.58857143,0.488571429,68,1.242857143,163.1428571,0.4,34,38.31428571
2007_1,25,12.21428571,11.9,11.57142857,13.67142857,9.9,6.842857143,0.628571429,18.7,8.7,0.5,-0.071428571,1.528571429,5.442857143,0,93.04285714,60.41428571,24.67142857,2.314285714,1.8,13.07857143,0.581428571,63.71428571,1.471428571,171.4285714,0.657142857,34.97142857,39.42857143
2007_2,93,12.45714286,12.12857143,11.81428571,13.61428571,10.58571429,7.728571429,0.471428571,19.81428571,10.38571429,1.685714286,-4.314285714,2.271428571,6.757142857,0,67.17142857,39.68571429,16.98571429,2.571428571,2.528571429,10.78571429,0.905714286,46.28571429,2,190,1.385714286,43.31428571,51.25714286
2007_3,77,11.08571429,10.75714286,10.42857143,11.45714286,7.857142857,4.942857143,0.444285714,13.94285714,5.5,-2.2,-6.214285714,0.457142857,7.271428571,0.398571429,72.82857143,48.85714286,24.88571429,2.371428571,2.071428571,12.84571429,0.535714286,53.57142857,1.914285714,152,1.128571429,39.05714286,44.97142857
2007_4,107,10.85714286,10.51428571,10.22857143,13.01428571,8.857142857,5.514285714,0.601428571,17.57142857,7.414285714,-1.028571429,-0.371428571,1.3,6.157142857,0.108571429,92.32857143,64.28571429,27.34285714,2.3,1.985714286,13.63142857,0.527142857,59.57142857,1.485714286,122.1428571,0.714285714,32.97142857,37.05714286
2007_5,54,12.15714286,11.84285714,11.58571429,14.34285714,10.92857143,8.071428571,0.755714286,17.61428571,9.657142857,2.328571429,2.557142857,1.285714286,6.171428571,0.652857143,92.14285714,66.28571429,34.31428571,2.042857143,1.785714286,12.54428571,0.51,62,1.6,191.5714286,0.771428571,31.85714286,34.99285714
2007_6,86,13.5,13.1,12.75714286,18.61428571,13.91428571,9.914285714,0.581428571,26.15714286,14.2,3.357142857,-0.8,4.742857143,4.114285714,0,76.84285714,41.22857143,12.78571429,3.357142857,2.7,15.93571429,1.21,72.14285714,1.1,126.2857143,0.228571429,50.71428571,60.76428571
2007_7,42,15.05714286,14.68571429,14.32857143,18.8,14.78571429,11.41428571,0.718571429,21.81428571,13.02857143,4.971428571,1.785714286,3.171428571,8.057142857,0.254285714,84.2,51.47142857,23.7,3.4,2.985714286,15.99857143,0.884285714,59.71428571,1.785714286,167.1428571,0.842857143,34.34285714,37.71428571
2007_8,77,15.17142857,14.84285714,14.5,18.62857143,14.67142857,11.55714286,0.678571429,20.68571429,12.72857143,5.471428571,0.414285714,2.7,7.485714286,0.507142857,81.02857143,49.81428571,21.12857143,3.485714286,3.185714286,16.16857143,0.874285714,58.42857143,2.114285714,210.7142857,1.142857143,29.6,32.45714286
2007_9,90,15.08571429,14.71428571,14.37142857,18.87142857,14.25714286,10.18571429,0.37,19.77142857,11.12857143,1.471428571,-7.614285714,2.014285714,8.085714286,0,60.2,29.84285714,12.28571429,4.771428571,3.842857143,20.73,1.047142857,48.42857143,2.285714286,202.7142857,1.528571429,39.08571429,44.08571429
2007_10,61,16.04285714,15.58571429,15.21428571,22.18571429,17.28571429,13.27142857,0.375714286,28.05714286,17.64285714,7.171428571,-7.442857143,6.285714286,7.842857143,0,42.75714286,20.35714286,7.128571429,5.8,5.057142857,20.25857143,1.834285714,53.42857143,2.371428571,165.1428571,1.6,47.34285714,54.71428571
2007_11,73,18.47142857,18.01428571,17.55714286,24.24285714,19.35714286,15,0.468571429,33.41428571,21.67142857,8.571428571,-3.714285714,8.342857143,6.257142857,0,53.32857143,21.24285714,6.714285714,6.257142857,5.257142857,22.98428571,2.41,64.71428571,1.542857143,188.2857143,0.557142857,53.74285714,64.65714286
2007_12,58,19.92857143,19.52857143,19.17142857,24.67142857,20.75714286,17.34285714,0.84,27.31428571,19.67142857,12.78571429,2.814285714,7.257142857,8.314285714,2.757142857,65.84285714,42.65714286,21.91428571,5.385714286,5.071428571,20.77714286,1.578571429,55.85714286,2.528571429,173.1428571,1.371428571,34.37142857,39.23571429
2007_13,72,19.22857143,18.85714286,18.44285714,24.37142857,19.47142857,15.24285714,0.74,24.52857143,16.52857143,7.7,1.757142857,4.728571429,7,0,78.42857143,42.28571429,14.85714286,6.114285714,4.942857143,25.82142857,1.26,57.85714286,2.228571429,251.5714286,1.214285714,36.6,43.68571429
2007_14,55,20.84285714,20.44285714,20.11428571,28.42857143,23.24285714,18.68571429,0.577142857,33.3,22.61428571,10.84285714,-1.171428571,9.114285714,5.842857143,0,58.42857143,24.94285714,7.185714286,6.942857143,6.028571429,25.37285714,2.397142857,65.14285714,1.8,207.1428571,0.685714286,44.85714286,51.28142857
2007_15,84,22.05714286,21.6,21.18571429,26.08571429,22.08571429,18.5,0.827142857,28.55714286,20.65714286,11.8,3.657142857,7.8,9.157142857,0.217142857,75.3,37.97142857,14.28571429,7.257142857,6.457142857,26.43571429,1.735714286,47.57142857,2.928571429,222.1428571,1.957142857,50.9,63.57285714
2007_16,82,20.5,20.05714286,19.68571429,24.61428571,20.25714286,16.37142857,0.581428571,25.18571429,17.27142857,8.642857143,-1.742857143,5.071428571,10.75714286,0.725714286,62,33.22857143,14.7,6.7,5.971428571,25.67142857,1.501428571,50.57142857,2.814285714,226.7142857,1.714285714,45.54285714,53.47571429
2007_17,59,21.35714286,20.94285714,20.6,28.65714286,23.51428571,19.05714286,0.662857143,30.97142857,22.21428571,11.94285714,0.885714286,8.471428571,8.9,0,58.6,28.34285714,10.9,7.585714286,6.728571429,28.13285714,2.22,54.57142857,2.257142857,204.2857143,1.257142857,36.02857143,41.26428571
2007_18,47,24.14285714,23.67142857,23.25714286,29.42857143,25.4,21.72857143,0.772857143,31.62857143,24.37142857,16.07142857,2.557142857,10.55714286,9.642857143,0.398571429,60.1,27.68571429,11.32857143,8.271428571,7.571428571,27.72714286,2.424285714,46.57142857,2.971428571,223.8571429,2.014285714,48.6,59.07
2007_19,65,23.35714286,22.9,22.5,31.42857143,25.75714286,20.71428571,0.581428571,35.61428571,26.08571429,14.58571429,-1,10.81428571,7.885714286,0,47,20.11428571,7.128571429,8.528571429,7.371428571,30.29428571,3.095714286,59.28571429,1.857142857,188.4285714,0.871428571,43.97142857,50.30857143
2007_20,62,26.62857143,26.25714286,25.95714286,35.02857143,30.21428571,25.82857143,0.668571429,37.77142857,29.41428571,19.14285714,0.714285714,13.44285714,7.6,0,35.22857143,17.52857143,8.471428571,8.914285714,8.171428571,29.40571429,3.628571429,61.85714286,2.214285714,195.2857143,0.885714286,45.2,51.19
2007_21,37,27.64285714,27.18571429,26.85714286,34.72857143,30.11428571,25.8,0.757142857,35.18571429,27.25714286,17.52857143,2.571428571,12.25714286,7.8,0,47.94285714,23.47142857,10,9.214285714,8.214285714,31.25,3.034285714,48.57142857,2.428571429,225.4285714,1.585714286,47.32857143,55.54714286
2007_22,56,28.57142857,28.12857143,27.82857143,36.01428571,31.11428571,26.62857143,0.512857143,37.95714286,29.11428571,17.85714286,-2.657142857,12.91428571,7.657142857,0,33.24285714,14.15714286,5.728571429,9.314285714,8.4,30.64571429,3.745714286,55.57142857,2.185714286,218.8571429,1.185714286,42.18571429,47.83285714
2007_23,49,29.37142857,28.92857143,28.58571429,36.17142857,31.47142857,27.21428571,0.597142857,37.17142857,28.75714286,18.74285714,-0.6,13.07142857,8.185714286,0,38.01428571,16.78571429,7.042857143,10.02857143,9.171428571,31.77428571,3.59,46.28571429,2.742857143,234.4285714,1.9,60.51428571,78.19
2007_24,76,29.97142857,29.62857143,29.31428571,37.42857143,32.77142857,28.47142857,0.74,39.6,31,20.71428571,2.171428571,14.22857143,7.871428571,0,41.8,19.07142857,7.557142857,9.357142857,8.7,29.4,4.03,57.28571429,2.385714286,208.2857143,1.414285714,47.71428571,55.47714286
2007_25,44,30.58571429,30.07142857,29.62857143,34.77142857,30.81428571,27.01428571,0.678571429,42.24285714,33.38571429,22.71428571,1.057142857,15.25714286,7.414285714,0,34.64285714,14.78571429,6,9.857142857,8.942857143,30.46142857,4.742857143,54.85714286,2.157142857,229.8571429,1.2,47.77142857,54.64285714
2007_26,50,29.94285714,29.42857143,28.97142857,34.85714286,30.22857143,25.9,0.71,42.92857143,33.97142857,22.37142857,1.671428571,15.11428571,6.542857143,0,34.38571429,14.87142857,5.957142857,9.542857143,8.642857143,30.13,4.902857143,60.42857143,1.971428571,216.5714286,0.885714286,48.91428571,57.40571429
2007_27,84,30.25714286,29.77142857,29.34285714,36.45714286,31.82857143,27.6,1.03,44.31428571,35.75714286,25.08571429,6.657142857,16.11428571,8.485714286,0,44.41428571,19.65714286,7.085714286,9.614285714,9.328571429,28.90857143,5.087142857,53.28571429,2.328571429,218.2857143,1.328571429,56.02857143,67.58857143
2007_28,55,31.74285714,31.35714286,30.98571429,36.01428571,32.68571429,29.52857143,1.44,40.82857143,34.6,26.9,12.07142857,16.52857143,8.457142857,0,53.62857143,27.94285714,15.18571429,8.8,8.828571429,26.22285714,4.198571429,47.28571429,2.671428571,253.5714286,1.814285714,46.22857143,52.77
2007_29,35,32.32857143,31.95714286,31.58571429,38.11428571,34.02857143,30.54285714,1.858571429,41.32857143,33.55714286,25.82857143,15.95714286,16.15714286,11.68571429,3.228571429,74.57142857,39.92857143,17.18571429,7.971428571,8.3,25.37714286,3.547142857,57.85714286,2.671428571,194,1.342857143,60.48571429,78.71428571
2007_30,99,31.57142857,31.22857143,30.82857143,35.97142857,31.92857143,28.95714286,2.528571429,36.38571429,29.25714286,24.3,21.15714286,15.45714286,9.471428571,3.12,92.85714286,65.31428571,32.05714286,5.457142857,5.8,20.98857143,1.627142857,57.57142857,1.928571429,167.1428571,0.971428571,30.48571429,33.51571429
2007_31,55,30.72857143,30.41428571,30.07142857,34.94285714,31.17142857,28.35714286,2.511428571,37.65714286,30.67142857,25.02857143,21.02857143,15.78571429,8.585714286,0.871428571,90.88571429,60.52857143,29.9,5.842857143,5.957142857,22.02,2.008571429,69.57142857,1.642857143,168.8571429,0.4,27.82857143,30.32142857
2007_32,57,30.44285714,30.08571429,29.81428571,34.24285714,30.81428571,27.75714286,2,37.31428571,30.88571429,24.28571429,17.1,15.34285714,5.9,0.072857143,76.72857143,48.51428571,25.38571429,5.871428571,5.9,21.48285714,2.627142857,59.71428571,1.642857143,177.7142857,0.742857143,36.88571429,40.34
