Year,Day of Year,Station Number,Air Temp - Max,Air Temp - Min,Air Temp - Mean,RH - Max,RH - Min,RH - Mean,VPD - Mean,Solar Rad. - Total,Precipitation - Total,"2"" Soil Temp - Max","2"" Soil Temp - Min","2"" Soil Temp - Mean","4"" Soil Temp - Max","4"" Soil Temp - Min","4"" Soil Temp - Mean",Wind Speed - Mean,Wind Vector Magnitude,Wind Vector Direction,Wind Direction Std Dev,Max Wind Speed,Reference ET,Heat Units
99,135,6,33.6,13.8,24.3,59.1,11.5,27.8,2.5,31.87,0,28.1,15.9,21.4,26,18.5,22,2.5,1.7,244,46,9.2,9.1,10.2
99,136,6,32.8,13.7,23.9,47.7,10.6,23.8,2.5,32.31,0,32.2,15.3,23.3,28.7,17.7,22.9,1.8,.9,216,57,6.6,8.6,10
99,137,6,34.4,13.2,24.3,55.7,8.2,27.1,2.6,32.68,0,34.4,17.1,25.3,30.5,19.2,24.7,1.4,.2,159,74,4.9,8.3,10.1
99,138,6,36.9,14.2,26.1,58.2,7.5,23.1,3,31.17,0,34.7,18.7,26.2,31,20.6,25.6,1.6,.6,239,62,5.8,8.5,11.2
99,139,6,35.9,13.2,26,42.5,7.8,16.4,3.1,31.97,0,34.4,18.6,26.1,30.7,20.8,25.7,2.7,1.8,230,48,9.4,9.8,10.5
99,140,6,35.3,15.3,26.1,38.8,7.6,17.8,3.1,32.26,0,34.7,19.2,26.5,31.1,21.2,26,1.9,.7,173,63,6.6,9,11.4
99,141,6,36.9,11.8,26.1,63.6,4.9,18.2,3.2,32.99,0,33.8,19.3,26.4,30.5,21.5,26,3,2.2,187,41,10.9,10.6,10.1
99,142,6,33.2,12.6,23.6,49.1,7.1,20.1,2.6,32.96,0,32.1,18.7,25.2,29.2,21,25.1,3.6,2.8,197,38,13.7,10.7,9.6
99,143,6,33.2,13.7,24.5,43.9,9.5,20.1,2.7,32.57,0,33.2,18.2,25.4,29.8,20.3,25,2.9,1.8,209,51,10,9.7,10.2
99,144,6,34.7,14.2,25.4,55.1,11,27.9,2.7,31.78,0,34.5,19.4,25.6,32.5,21.3,25.8,1.6,.9,253,56,9,8.6,10.7
99,145,6,34.2,19.4,26.9,47.6,15.3,27.6,2.8,29.25,0,26.9,19.6,22.8,25.7,21.1,23.3,2.5,2.1,249,35,10.2,8.9,13
99,146,6,36.5,18,27.3,50.5,14,28,2.9,31.92,0,32.9,17.4,24.8,29.9,19.4,24.4,1.6,.1,179,78,5.5,8.6,12.8
99,147,6,39,19.4,30,46.6,10.5,24.1,3.5,31.7,0,35.5,20.4,27.6,32.1,22,26.9,1.7,.6,175,63,4.8,9,13.7
99,148,6,39.9,19.4,31.3,57.6,10,24.5,3.8,31.26,0,36,22.3,28.9,32.8,23.7,28.2,1.9,1.2,248,50,7.6,9.3,13.9
99,149,6,38.2,21,30,34.6,8.8,19.2,3.7,31.52,0,33.8,22.8,28.2,31.4,24.3,27.8,3.9,2.7,195,45,13,11.2,14.3
99,150,6,35.5,18.5,28.2,39.3,8.2,19.1,3.3,26.56,0,32.2,22.6,27.2,30,24,27,3,2.3,198,41,9,8.9,12.9
99,151,6,34.7,15.3,26.6,44.6,11,20.2,3,32.03,0,34.2,20.6,27.2,31.4,22.6,26.9,2.2,1.4,237,48,7.6,9.2,11.3
99,152,6,35.3,18.8,28.2,46.6,13.1,22.8,3.1,31.09,0,31.7,20.6,25.4,29.8,22.7,26,3.3,2.5,253,40,8.8,9.9,13
99,153,6,32,17.6,24.5,93.9,15.3,46.1,1.8,29.68,0,29.9,19.5,23.4,27.7,21.2,23.7,2.8,1.9,260,46,10.6,8,11.7
99,154,6,31.2,14.6,23.4,52.4,15.9,29.8,2.2,32.55,0,29.8,16.5,23,27.8,18.9,23.2,2.3,1.6,222,46,7,8.7,10
99,155,6,24,12.5,18.6,48.1,16.8,31.7,1.5,33.2,0,29.5,17.6,23,27.3,19.8,23.4,3.4,2.6,248,40,10.1,8.3,5.5
99,156,6,29.3,11.1,20.9,54.8,15.5,31.3,1.9,32.92,0,31.4,16.8,23.9,28.7,19.1,23.8,1.5,.3,222,71,5.4,7.9,7.7
99,157,6,34.1,10.8,24,61.1,8.8,26.6,2.6,33.54,0,32.6,18,25.2,29.8,20.2,24.9,1.2,.3,214,70,5.9,8.5,9.2
99,158,6,37.1,14.3,26.7,54.4,9.2,24.5,3.1,33.27,0,33.6,19.5,26.3,30.7,21.3,26,1.7,.7,221,63,6,9.1,11.2
99,159,6,37,16.2,27.2,40.7,10.5,21.9,3.2,33.04,0,33.6,20.2,26.7,31,22.1,26.5,2.4,1.6,193,47,7.1,9.7,12
99,160,6,36.6,16.2,26.8,38.5,7.4,19.7,3.1,33.21,0,34,20.4,27,31.2,22.3,26.7,1.9,.9,199,59,6.9,9.3,12
99,161,6,35.8,15.5,26.8,47.1,10.6,22.2,3,33.27,0,31.4,20.5,25.9,29.5,22.4,26.1,1.9,.9,193,57,6.4,9.1,11.5
99,162,6,36.2,16,26.8,47.8,9.5,23.6,3,33.19,0,29.9,18,23.8,27.9,20.2,24,1.8,.5,240,70,7.9,9.1,11.8
