Year,Day of Year,Station Number,Air Temp - Max,Air Temp - Min,Air Temp - Mean,RH - Max,RH - Min,RH - Mean,VPD - Mean,Solar Rad. - Total,Precipitation - Total,"2"" Soil Temp - Max","2"" Soil Temp - Min","2"" Soil Temp - Mean","4"" Soil Temp - Max","4"" Soil Temp - Min","4"" Soil Temp - Mean",Wind Speed - Mean,Wind Vector Magnitude,Wind Vector Direction,Wind Direction Std Dev,Max Wind Speed,Reference ET,Heat Units
2000,59,6,19.5,7.9,14.9,60.2,13.8,32.1,1.2,20.77,0,17.6,10.6,13.3,14.1,13.7,13.9,3.7,3.3,250,27,9.2,5.7,2.3
2000,60,6,22.6,2.9,13.4,68.9,11.9,34.2,1.2,21.05,0,19.4,9.1,13.8,14.3,13.6,13.9,1.4,.2,123,77,4.6,4.5,3.1
2000,61,6,21.6,6.7,13.9,56.5,14.4,31.2,1.2,16.36,0,17.9,10.8,13.8,14.4,13.8,14.1,3,1.9,221,50,10.1,4.7,3.1
2000,62,6,22.8,2.1,12.2,72.6,15.1,39.5,1,21.24,0,19.5,9,13.8,14.4,13.6,14,1.6,.3,102,73,4.8,4.5,3.1
2000,63,6,26.8,3.1,15.6,66.4,11.4,33,1.5,21.25,0,20.4,9.5,14.6,14.5,13.7,14.1,1.8,.3,230,73,5.7,5.1,4.9
2000,64,6,24.5,5.4,15.3,68.6,19.3,41.3,1.1,16.61,0,19.4,11.4,15.3,14.8,14.2,14.4,2.9,1.8,219,50,8.6,4.4,4.2
2000,65,6,18.6,9.5,12.8,93,31.7,63.7,.6,11.65,2,16.4,12.2,13.9,14.8,14.4,14.6,4.9,4.1,171,33,13.6,3,2.1
2000,66,6,12.4,6.1,7.7,98.7,74.2,92.9,.1,2.13,35,13,9.6,10.9,14.5,13.5,14.2,3.5,1.1,112,67,10,0,0
2000,67,6,14.9,5.1,8.8,99,46.6,83.3,.2,18.39,8,15.7,8.7,11.5,13.6,13,13.3,2.7,1.4,266,57,6.3,2.8,.4
2000,68,6,18.7,3,11,100,35,76.2,.4,21.75,1,18.3,8.3,12.9,13.5,13,13.2,1.1,.3,268,68,4,3.6,1.6
2000,69,6,19.8,6.9,13.1,96.4,35.8,70.9,.5,21.92,0,19.3,10.2,14.4,14,13.4,13.6,1.5,.5,192,65,4,3.9,2.3
2000,70,6,21.8,4.5,12.9,99.5,19.9,67.3,.6,22.68,0,20,10.3,14.7,14.3,13.8,14.1,1.6,.4,239,71,4.4,4.2,2.9
2000,71,6,25.4,4.8,14.8,99.1,13.9,56.5,1,23.39,0,20.8,10.5,15.2,14.7,14,14.4,1.5,.6,354,62,4.8,5,4.5
2000,72,6,26.9,5.8,16.4,90.6,11.3,52.7,1.2,22.71,0,21.7,11.1,16.1,15.1,14.3,14.7,1.3,.2,127,76,3.6,4.8,5.4
2000,73,6,27.1,11.1,18.1,88.2,15.5,51.1,1.2,18.24,0,21.6,13.8,17.3,15.5,15,15.2,1.5,.5,270,67,3.6,4,6.6
2000,74,6,29.3,7.7,18.3,90,11.2,46.4,1.4,23.24,0,23.4,12.8,17.6,15.9,15.2,15.6,1.6,.4,228,71,4.5,5.3,6.8
2000,75,6,29,9.4,19.3,76.9,10.2,40.5,1.6,22.58,0,23.6,13.6,18.2,16.4,15.7,16,2.1,1,228,59,6.6,5.8,7.1
2000,76,6,28,9,19.3,77.8,12.8,37,1.6,23.82,0,24.5,14.3,18.9,16.7,16.1,16.4,1.9,.3,311,74,5.1,5.9,6.4
2000,77,6,27.6,9,19,74.1,13.3,36.4,1.6,23.58,0,24.6,14.2,18.9,17,16.4,16.7,2.2,1,239,59,5.7,6.1,6.3
2000,78,6,28.5,8.8,19.4,57.8,5.6,22.2,1.9,24.92,0,24.5,13.9,18.8,17.3,16.5,16.9,2.1,.9,299,61,6.8,6.7,6.6
2000,79,6,29,7.2,18.1,58.2,6.5,29.2,1.7,25.02,0,25,13.4,18.8,17.5,16.6,17,2,.9,134,60,6.6,6.3,6.5
2000,80,6,20.9,7.5,15.2,46.1,7.9,24.2,1.3,15.27,0,19.7,13.8,16.8,17.6,16.9,17.2,4.5,3.3,255,42,12.2,5.4,2.9
2000,81,6,16.1,1.6,10,65.6,23.2,37.7,.8,18.12,0,18.6,10.5,14.3,16.9,15.9,16.4,2.2,.9,329,62,6,3.8,.7
2000,82,6,20.4,3.6,13.3,67.1,14.1,34.6,1.1,24.21,0,23.6,10.6,17.1,18.3,14.9,16.3,2.2,1.1,276,58,6.2,5.5,2.3
2000,83,6,24.1,6.6,15.2,66.7,13.5,34.2,1.3,23.77,0,20.7,11.4,15.9,16.7,15.9,16.3,1.9,.9,154,58,5,5.4,4.2
2000,84,6,27,5,16,76.7,11.9,39.2,1.4,23.6,0,21.9,11.6,16.4,16.7,15.9,16.3,1.5,.4,321,68,5.2,5.4,5.3
2000,85,6,28.4,6.7,17.5,70.4,10.6,36.5,1.5,25.25,0,24.2,12.6,17.9,16.8,16.1,16.5,1.7,.3,230,74,6,6,6.2
2000,86,6,28.8,7.7,18.5,73.6,8.2,33.6,1.7,25.98,0,25.1,13.6,19,17.3,16.6,16.9,2,.9,239,60,6.6,6.6,6.5
2000,87,6,27.6,7.5,18.7,84.3,10.5,35.5,1.6,18.47,0,23.4,14.2,18.8,17.7,16.9,17.3,2.1,.6,187,68,5.9,4.7,6
2000,88,6,23.8,12.2,17.6,96.4,28,64.4,.8,19.95,1,23.7,16.6,19.5,17.8,17.4,17.6,2.1,1,279,60,7.8,4.5,5.3
2000,89,6,25.9,8.8,17.5,87.1,22.2,51.1,1.2,24.98,0,25.8,14.6,19.7,18.1,17.4,17.7,1.6,.5,158,66,5.5,5.5,5.5
2000,90,6,26.4,10.9,18.4,69.2,18,40.6,1.4,24.11,0,26.1,15.7,20.5,18.4,17.7,18.1,2.8,.7,314,71,10.3,6.3,6.2
2000,91,6,18,7.6,13,96,21.9,51.6,.8,14.77,3,20,14.1,17.3,18.6,17.9,18.2,2.9,1.7,293,53,11.1,3.4,1.7
2000,92,6,20.3,4.4,12.7,99,26.4,62.2,.7,22.05,0,20.7,11.7,15.9,17.9,16.9,17.4,2,1.5,23,43,13,4.5,2.3
2000,93,6,24.5,4.7,14.9,85.1,14,46.1,1.2,26.41,0,24.3,12.1,17.8,17.4,16.7,17,1.8,.3,212,74,4.7,5.8,4.1
2000,94,6,29.8,6.8,18.2,69.1,10.7,35.9,1.7,26.79,0,26.3,13.7,19.6,17.8,17,17.4,1.6,.5,284,66,5.3,6.4,6.9
2000,95,6,33.8,9.4,21.5,68.4,8.3,32.3,2.2,27.29,0,27.8,15.5,21.2,18.4,17.6,18,1.8,.6,349,67,5.9,7.2,8.7
2000,96,6,34.2,11,22.5,56.5,7.7,28.1,2.4,27.13,0,28.9,16.5,22.3,19,18.3,18.6,2,.6,229,67,7.1,7.5,9.4
2000,97,6,32.7,13.4,22.6,43,4.6,20.1,2.5,27.54,0,28.8,17.4,22.6,19.5,18.8,19.1,2.8,1.3,217,60,9.3,8.4,9.9
2000,98,6,33.6,9.9,21.4,47.6,6.4,23.4,2.3,27.18,0,28.9,16.5,22.3,19.8,18.9,19.4,1.9,.6,221,68,5.2,7.3,8.9
2000,99,6,33.2,9.4,22.8,62.5,9.4,25.6,2.4,21.92,0,26.4,17.6,22,20,19.2,19.6,3.5,2.4,71,45,9.6,7.7,8.6
2000,100,6,34.7,13,24.6,66.7,5,22.2,2.8,27.16,0,29.6,18,23.2,20,19.3,19.6,2.4,1.3,257,55,7.7,8.3,10.1
2000,101,6,30.3,11.6,21.9,38,7,19.8,2.3,27.93,0,28.4,17.8,22.9,20.4,19.6,19.9,2.9,1.8,236,49,9.4,8.5,8.4
2000,102,6,31.1,9.2,21.3,67.2,7.3,26.5,2.1,27.89,0,29.3,17.3,22.8,25.5,20.1,21.3,1.7,.5,207,68,5.6,7.1,7.9
2000,103,6,32.8,10.1,22,65.2,7.2,28.9,2.3,27.67,0,25.7,16.7,21.1,21.1,19.9,20.5,1.6,.3,136,73,6.7,7.2,8.6
2000,104,6,34.7,11.2,23.5,65.5,7,25.8,2.5,27.9,0,28.6,16,21.9,20.6,19.7,20.2,1.6,.5,188,67,5.2,7.3,9.4
2000,105,6,29.1,12.4,21.2,47.5,14.6,25.8,2,26.84,0,27,17.5,21.9,20.8,20.1,20.4,4.4,3.6,244,35,12.2,8.9,8
2000,106,6,27,12.6,19,55.5,12.6,34.6,1.6,28.27,0,28,16.8,22,20.7,19.9,20.3,2.5,1.3,238,56,7.6,6.9,7.1
2000,107,6,31.5,9.1,20.8,68.9,6.7,29.6,2.1,28.63,0,29,16.8,22.6,20.9,20,20.4,2,1.1,196,55,6.8,7.6,8
2000,108,6,33.2,11.7,23.1,54.3,6.3,23.3,2.5,28.61,0,28.6,18,23.1,21,20.2,20.6,3.7,3.2,182,29,10.6,9.4,9.3
2000,109,6,24.3,15.2,19.6,59.6,10.8,29.5,1.7,26.18,0,27.6,19.5,22.7,21,20.5,20.8,3.5,3,250,30,8.9,7.3,7
2000,110,6,26.3,9.1,18.3,67.5,12.1,33.1,1.6,29,0,28.6,17,22.4,21.1,20.2,20.6,1.8,.4,207,71,5.3,6.8,5.7
2000,111,6,31.6,7.9,20.5,63.5,8.4,31.1,2,22.69,0,27.3,17.1,22.2,21.2,20.2,20.6,1.6,.6,130,65,5.7,5.7,7.9
2000,112,6,33.1,16.3,22.9,56.7,6.4,24.9,2.3,21.04,0,27.1,19.7,22.7,20.9,20.4,20.7,4.4,3.9,186,26,14.3,8,11.3
2000,113,6,26.4,10.6,19.2,71,23.5,39.9,1.5,28.12,0,27.9,17.6,22.5,21,20.3,20.6,2.7,1.8,235,48,7.7,7.1,6.1
2000,114,6,30.9,12,21.2,60.2,14.1,35.4,1.9,28.85,0,29.9,17.9,23.5,21.1,20.4,20.7,2,.8,221,62,5.7,7.3,8.7
2000,115,6,34.2,12,22.6,53.9,8.4,28.9,2.3,29.28,0,31.2,18.6,24.5,21.4,20.7,21,1.6,.7,162,63,4.7,7.5,9.7
2000,116,6,36.4,13.4,24.5,56.8,6.3,24.7,2.8,29.35,0,32.1,19.4,25.4,21.9,21.2,21.5,1.8,.2,125,76,7.3,8,10.6
2000,117,6,38.4,11.3,25,61.1,4.3,23.4,3,29.74,0,32.9,19.8,25.4,28.9,21.7,23.6,1.6,.3,131,74,4.9,8.2,10.3
2000,118,6,39.1,15,27.5,40.7,5.8,17.1,3.5,29.43,0,28.5,18.3,23.4,23.9,22.2,22.9,2.1,.8,223,64,5.2,8.8,11.8
2000,119,6,36.9,15.3,27.2,43,6,16.9,3.3,29.38,0,30.7,18,24,22.7,21.9,22.3,2.9,1.9,218,48,8.4,9.4,11.6
2000,120,6,30.7,12.5,23.7,49.6,6.2,15,2.6,30.38,0,29.6,19.4,24.2,22.8,22,22.3,3.3,2.6,264,37,9,9.5,8.8
2000,121,6,32.4,13.6,23.3,44.7,4.7,17.3,2.6,30.92,0,31.2,19,24.7,22.7,21.9,22.3,2,.8,291,64,7.2,8.6,9.9
2000,122,6,35.7,8.6,23.6,54.2,4,18.8,2.8,31,0,32.2,18.8,25.2,22.9,22,22.4,1.8,.4,251,72,5.7,8.5,9
2000,123,6,38.1,11.2,25.4,44.1,3.5,16.4,3.2,30.93,0,33.2,20,26.2,23,22.3,22.7,1.8,.6,242,65,6.4,8.8,10.1
2000,124,6,38.5,14.4,27.4,40.1,3.8,13.1,3.6,31,0,33.5,20.6,26.7,23.4,22.6,23,2.2,.3,192,76,6.4,9.4,11.5
2000,125,6,38.6,15.7,28.1,37.7,4.3,14.8,3.7,30.68,0,33.8,21.8,27.4,23.7,23,23.3,2.3,1.1,181,60,7.7,9.5,12
2000,126,6,38,14.5,27,36,5.1,16,3.4,29.52,0,34,21.5,27.4,24,23.2,23.5,2.3,1.2,190,56,7.1,9.1,11.4
2000,127,6,37.7,15.9,27.2,43.2,6.4,17.9,3.4,29.59,0,33.2,21.9,27.2,24,23.3,23.6,3,2,198,47,9.6,9.8,12.1
2000,128,6,36.5,16.1,27.2,38,7.2,17.5,3.3,30.2,0,33.7,21.7,27.4,24.1,23.3,23.7,3.1,2,213,48,8.1,9.7,11.9
2000,129,6,33.6,19.8,27.2,53.9,16.2,26.2,2.8,28.28,0,31.4,23.3,26.5,28.6,23.7,25.2,3.1,2.4,254,38,8.6,8.9,13.1
2000,130,6,36.7,16.5,27.7,59.3,13,28.7,3,29.95,0,29,20.1,24.4,25.4,23.5,24.2,2.1,1.2,206,53,6.2,8.6,12.1
2000,131,6,37.7,18,28.8,51,8.7,24.4,3.3,30.49,0,31.8,19.8,25.6,23.9,23.2,23.5,3.6,2.7,213,41,11,10.3,13
2000,132,6,30.2,18.4,24.9,59.7,5.5,19.5,2.6,30.83,0,30.4,21.7,25.7,23.9,23.3,23.6,4.1,3.6,266,28,9.7,10.3,11.5
2000,133,6,30.3,12.4,21.8,53.8,4.3,15.7,2.4,30.92,0,31.2,19.6,25,23.9,23,23.4,1.9,.1,327,78,6.8,8.2,8.6
2000,134,6,34.1,9.9,22.6,49.5,2.3,16.3,2.7,31.54,0,32,18.9,25.2,23.8,22.8,23.3,1.9,.6,216,67,6.2,8.6,8.9
2000,135,6,37.5,11,24.9,50.1,2.3,15.2,3.2,30.58,0,32.7,19.8,26,23.8,22.9,23.4,1.9,.5,305,70,5.6,8.7,9.9
2000,136,6,38.7,13.7,27,50,2.8,14.2,3.5,25.29,0,31.4,21.1,26.1,24,23.2,23.6,2.3,.9,226,64,8.8,8.1,11.2
2000,137,6,30.1,17.8,24.1,31,8,17.6,2.5,28.79,0,30.6,22.4,25.8,23.8,23.3,23.6,5,4.6,258,25,11.9,10.3,11.2
2000,138,6,28.8,12.9,20.9,46.3,9.8,24.9,2,30.95,0,31.3,19.6,25.1,23.8,22.9,23.4,2.4,1.6,246,48,6.7,8.1,8.1
2000,139,6,32.8,14.5,23.8,38.7,10.7,21.9,2.5,30.67,0,32.1,20.2,25.9,23.7,23,23.3,2.6,1.5,221,53,8.4,8.8,10.4
2000,140,6,35,13.4,25.4,56.4,8.5,24.2,2.8,30.48,0,32.8,21,26.4,30.8,23.2,25.4,1.6,.3,308,72,5.6,8.2,10.4
2000,141,6,38.1,16.8,27.6,47.4,7.5,20.6,3.3,28.8,0,28.8,20,24.6,26.4,23.9,24.8,1.7,.5,182,68,5.8,8.1,12.5
2000,142,6,40.8,17.7,29.7,44.1,4.9,17.6,3.9,31.42,0,33.2,19.6,26.1,24.3,23.6,23.9,1.8,.7,205,63,5.4,9.3,13.2
2000,143,6,42.9,18.3,32.2,43.1,4.1,14.8,4.6,31.43,0,35.1,22.1,28.4,24.6,24,24.3,2.4,1.1,241,59,6.8,10.2,13.7
2000,144,6,41.3,21.2,33.2,31.5,5.9,14.2,4.7,31.27,0,35.6,24.4,29.8,25.2,24.6,24.9,3.5,2.2,249,50,7.3,11.1,14.6
2000,145,6,40.1,19.4,30.4,36.1,5.6,15.9,4,30.65,0,36.1,24.5,29.9,25.7,25.1,25.3,3.1,1.8,226,53,8.9,10.2,13.8
2000,146,6,36,15.5,27.1,38,6.4,19,3.2,32.1,0,34.4,23.3,28.8,26,25.1,25.5,2.9,1.8,204,49,7.6,10,11.6
2000,147,6,36,17.3,27.5,52.1,10.6,25.2,3,30.98,0,34,23.7,28.2,33,25.2,27.4,2.1,.5,233,70,5.6,8.8,12.4
2000,148,6,40,19.6,31.2,53.6,11.3,25.7,3.7,30.31,0,30.9,22,26.3,27.8,25.3,26.2,2.3,1.4,230,52,5.6,9.1,13.9
2000,149,6,43.7,21,33.7,49.6,6.4,19,4.7,31.23,0,35.9,22.3,28.8,25.7,25,25.4,2.1,.6,250,69,6,9.8,14.8
2000,150,6,43.4,21.5,33.8,33.1,5.5,14.7,5,31.41,0,36.5,24.8,30.5,26.2,25.6,25.8,2.6,1.7,247,47,8.8,10.7,14.9
2000,151,6,42.4,23.7,33.6,29,6,14.9,4.7,31.38,0,37.1,25.5,31,26.5,26,26.3,3,2,237,47,8.3,10.9,15.6
2000,152,6,40.2,21.2,31.1,43.8,8.6,21.5,3.9,31.39,0,37.3,25.6,31.1,26.9,26.2,26.5,2.5,1.3,220,56,7.1,9.8,14.5
2000,153,6,39.9,19.8,30.7,52.3,7.4,21.7,3.8,31.46,0,36.1,25.5,29.9,33.2,26.5,28.5,2.2,1,224,61,5.6,9.5,14
2000,154,6,40,21.4,30.8,40.5,5.6,19.7,3.9,31.68,0,30.8,22.6,26.7,29.2,26.5,27.5,2.4,.9,232,63,8.9,9.8,14.6
2000,155,6,40.6,18.2,30.4,42.7,3.7,16.2,4.1,32.74,0,34.8,21.7,28,26.7,25.8,26.2,2.4,1.5,237,50,7.4,10.5,13.4
2000,156,6,42,16.3,30.4,44.7,1.9,13.2,4.4,33.46,0,36.4,22.7,29.3,26.7,25.8,26.2,1.8,.8,214,60,5.3,10,12.7
2000,157,6,42.6,19.4,31,31.8,3.9,12.8,4.4,32.25,0,36.7,23.9,30.1,26.8,26.1,26.4,2.2,.9,246,61,6,10.1,14.1
2000,158,6,43.4,20.5,32.5,43.3,6.4,18.1,4.5,31.1,0,37.8,25.3,31.2,27.1,26.4,26.7,1.8,.4,247,71,6.3,9.5,14.6
2000,159,6,43,22,33.5,36.5,5.6,16.2,4.8,31.27,0,37.8,26.1,31.8,27.5,26.8,27.1,2.7,1.7,230,50,7.6,10.5,15.1
2000,160,6,37.5,26.2,31.5,43.3,12.7,25.1,3.6,22.4,0,35.1,28.1,30.9,27.6,27.1,27.3,3.6,2.9,221,34,10.5,8.3,16.3
