feature_index,mean_importance,std_importance,coefficient_of_variation,min_importance,max_importance,feature_name
22,0.49982455,0.012483354,0.024975471,0.4744723,0.5331374,"20"" Soil Temp - Min (-1)"
11,0.49981838,0.01291372,0.025836824,0.46245667,0.5237301,"20"" Soil Temp - Max (-4)"
17,0.49981517,0.0118909525,0.0237907,0.4711183,0.5270357,"20"" Soil Temp - Mean (-3)"
96,0.49981448,0.013123168,0.026256077,0.47061247,0.5391477,Max Wind Speed (-5)
141,0.49979696,0.013718255,0.027447656,0.4482319,0.5372557,Solar Rad. - Total (-1)
26,0.4997653,0.011999724,0.02401072,0.47276267,0.53009367,"20"" Soil Temp - Min (-5)"
61,0.49976197,0.01382025,0.027653664,0.47626868,0.53982115,Air Temp - Max (-5)
153,0.49975955,0.012535225,0.025082512,0.472474,0.53418154,VPD - Mean (-6)
12,0.4997372,0.011674866,0.02336201,0.47208974,0.52807426,"20"" Soil Temp - Max (-5)"
158,0.4997118,0.010522508,0.021057153,0.4763511,0.5345898,Wind Direction Std Dev (-4)
174,0.4996895,0.012928606,0.02587328,0.46807444,0.53438705,Wind Vector Direction (-6)
5,0.49967587,0.011078409,0.02217119,0.47741166,0.5253423,MARICOPA (-5)
193,0.49967006,0.011491047,0.02299727,0.47512186,0.5275233,Daily Mean PM10 Concentration (-4)
89,0.49965203,0.010938586,0.021892408,0.4655823,0.5263992,Heat Units (-5)
27,0.4996394,0.012547372,0.025112856,0.4660814,0.5354766,"20"" Soil Temp - Min (-6)"
30,0.49962756,0.012962731,0.025944786,0.46762183,0.5366372,"4"" Soil Temp - Max (-2)"
129,0.49960724,0.012154027,0.024327163,0.46519518,0.5253167,Reference ET (-3)
127,0.4995996,0.012451591,0.02492314,0.4679788,0.5350026,Reference ET (-1)
172,0.4995982,0.011148578,0.022315087,0.47454274,0.52587086,Wind Vector Direction (-4)
15,0.4995941,0.01278587,0.025592515,0.4603517,0.52783775,"20"" Soil Temp - Mean (-1)"
182,0.49959219,0.012468764,0.024957884,0.4699652,0.5322602,Daily AQI Value (0)
137,0.49957973,0.012568575,0.025158297,0.46576875,0.5252002,Reference ET Penman-Monteith (-4)
58,0.499568,0.013004406,0.026031304,0.47364163,0.5489914,Air Temp - Max (-2)
62,0.49953696,0.013949395,0.027924651,0.46561903,0.5326867,Air Temp - Max (-6)
160,0.4995097,0.013362277,0.026750786,0.46282035,0.5330791,Wind Direction Std Dev (-6)
6,0.499497,0.012706608,0.025438806,0.46632114,0.5335285,MARICOPA (-6)
53,0.49947765,0.013682262,0.027393142,0.46942636,0.5313846,Actual Vapor Pressure - Daily Mean (-4)
60,0.49944642,0.013875291,0.02778134,0.46435088,0.5331815,Air Temp - Max (-4)
136,0.49944165,0.011944808,0.023916323,0.47276297,0.5240385,Reference ET Penman-Monteith (-3)
121,0.499439,0.013661591,0.027353873,0.47171086,0.53141075,RH - Min (-2)
71,0.4993965,0.012663697,0.025358,0.45831344,0.52588993,Air Temp - Min (-1)
81,0.49936876,0.01262054,0.025272988,0.4588231,0.5283573,Dewpoint - Daily Mean (-4)
148,0.499365,0.013874065,0.027783414,0.45757335,0.54679644,VPD - Mean (-1)
156,0.4993379,0.012339152,0.024711026,0.47139406,0.5292239,Wind Direction Std Dev (-2)
8,0.49933594,0.0111945225,0.02241882,0.4760603,0.5273658,"20"" Soil Temp - Max (-1)"
143,0.49932334,0.012111859,0.024256546,0.47434783,0.53320014,Solar Rad. - Total (-3)
118,0.49931327,0.013006159,0.026048094,0.47241113,0.53493315,RH - Mean (-6)
48,0.4993078,0.013845302,0.027728992,0.46434027,0.53924054,"4"" Soil Temp - Min (-6)"
189,0.49928463,0.012597808,0.025231715,0.45937136,0.52542377,Daily Mean PM10 Concentration (0)
10,0.49927628,0.012166459,0.02436819,0.46401525,0.5309876,"20"" Soil Temp - Max (-3)"
21,0.49927428,0.0138453785,0.027731007,0.46692866,0.5286,"20"" Soil Temp - Min (0)"
150,0.49923825,0.012093561,0.024224026,0.46816444,0.525731,VPD - Mean (-3)
84,0.49920446,0.0130107235,0.026062915,0.46495312,0.5305874,Heat Units (0)
25,0.4991568,0.011916988,0.023874236,0.47518423,0.528217,"20"" Soil Temp - Min (-4)"
67,0.4990927,0.012256433,0.024557428,0.47564995,0.5247164,Air Temp - Mean (-4)
80,0.49906632,0.010159041,0.020356094,0.474315,0.5191841,Dewpoint - Daily Mean (-3)
102,0.4990348,0.012739268,0.025527816,0.4722237,0.53248334,Precipitation - Total (-4)
90,0.49902144,0.012214523,0.02447695,0.47070932,0.5237246,Heat Units (-6)
77,0.49901903,0.012443466,0.024935855,0.47268412,0.5369112,Dewpoint - Daily Mean (0)
162,0.49896228,0.011278972,0.022604859,0.46579215,0.5268588,Wind Speed - Mean (-1)
3,0.49893907,0.012177003,0.02440579,0.47071868,0.54009247,MARICOPA (-3)
115,0.49892175,0.013202871,0.02646281,0.4665692,0.5430486,RH - Mean (-3)
190,0.4989188,0.011185465,0.02241941,0.46945328,0.5232259,Daily Mean PM10 Concentration (-1)
145,0.49886855,0.013036283,0.026131699,0.46342838,0.52213734,Solar Rad. - Total (-5)
72,0.49884608,0.011670698,0.02339539,0.4682854,0.5282333,Air Temp - Min (-2)
149,0.498771,0.011817171,0.023692578,0.47012833,0.5286102,VPD - Mean (-2)
64,0.49873883,0.012211794,0.024485348,0.4685118,0.5298563,Air Temp - Mean (-1)
180,0.49870718,0.012203281,0.024469832,0.47164965,0.5356696,Wind Vector Magnitude (-5)
86,0.498692,0.0118199345,0.023701873,0.4662268,0.52882624,Heat Units (-2)
157,0.4986665,0.010335398,0.020726072,0.4717617,0.52097297,Wind Direction Std Dev (-3)
191,0.49865568,0.011680935,0.02342485,0.46483552,0.5307388,Daily Mean PM10 Concentration (-2)
4,0.4986346,0.0120719,0.024209913,0.46937007,0.52214634,MARICOPA (-4)
103,0.49859282,0.012317896,0.02470532,0.46512255,0.52492684,Precipitation - Total (-5)
74,0.49859047,0.0120121185,0.024092155,0.46920148,0.53346723,Air Temp - Min (-4)
66,0.4985666,0.012908633,0.025891492,0.4657807,0.5276606,Air Temp - Mean (-3)
20,0.49854678,0.013470396,0.027019324,0.46493015,0.53249836,"20"" Soil Temp - Mean (-6)"
132,0.49850067,0.013301714,0.026683442,0.47394636,0.525937,Reference ET (-6)
134,0.49844226,0.01189779,0.023869947,0.46852922,0.5316077,Reference ET Penman-Monteith (-1)
68,0.49841252,0.012277388,0.024632985,0.46614984,0.5351658,Air Temp - Mean (-5)
76,0.4983752,0.011908957,0.023895564,0.46881855,0.53679335,Air Temp - Min (-6)
135,0.49826562,0.013864841,0.027826205,0.4729243,0.5377842,Reference ET Penman-Monteith (-2)
146,0.49824247,0.012081033,0.024247296,0.45918784,0.5257614,Solar Rad. - Total (-6)
116,0.4982121,0.012520729,0.025131322,0.46653846,0.52588296,RH - Mean (-4)
45,0.49820232,0.010803533,0.02168503,0.47038242,0.52209884,"4"" Soil Temp - Min (-3)"
23,0.49814293,0.01489787,0.029906819,0.4518618,0.53587073,"20"" Soil Temp - Min (-2)"
179,0.49813592,0.013112205,0.026322545,0.47129643,0.5390055,Wind Vector Magnitude (-4)
56,0.49811623,0.013530881,0.027164105,0.45148492,0.53227997,Air Temp - Max (0)
46,0.49811307,0.012009942,0.024110876,0.46761703,0.5245559,"4"" Soil Temp - Min (-4)"
49,0.49806136,0.012856808,0.025813702,0.46617752,0.52565235,Actual Vapor Pressure - Daily Mean (0)
59,0.49790868,0.011920464,0.023941066,0.4687692,0.5308303,Air Temp - Max (-3)
19,0.49770352,0.012999093,0.026118146,0.46528518,0.5215718,"20"" Soil Temp - Mean (-5)"
147,0.49765813,0.011211375,0.022528267,0.4743399,0.54258287,VPD - Mean (0)
187,0.49752536,0.013526656,0.02718787,0.45978656,0.53168124,Daily AQI Value (-5)
38,0.4975105,0.0139043415,0.027947836,0.46493053,0.5355875,"4"" Soil Temp - Mean (-3)"
13,0.49750146,0.011206849,0.022526262,0.47449985,0.5276941,"20"" Soil Temp - Max (-6)"
185,0.4973605,0.012476425,0.025085274,0.45970482,0.53166956,Daily AQI Value (-3)
186,0.49732533,0.0130001325,0.026140098,0.4589642,0.52643806,Daily AQI Value (-4)
40,0.49720818,0.012346918,0.02483249,0.46819884,0.5277324,"4"" Soil Temp - Mean (-5)"
70,0.49698848,0.011198354,0.022532422,0.47010514,0.52742004,Air Temp - Min (0)
100,0.49687102,0.010794702,0.02172536,0.46059653,0.52038157,Precipitation - Total (-2)
